status,out_dir,checkpoint,experiment,predicted_class,predicted_probability,class_probabilities
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/conformer_tabtransformer_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/conformer_tabtransformer_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'conformer_tabtransformer_late_fusion', 'image_model': 'conformer', 'tabular_model': 'tabtransformer', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.7556504607200623,"{'ACK': 0.7556504607200623, 'BCC': 0.0197756327688694, 'MEL': 0.009077824652194977, 'NEV': 0.06807249039411545, 'SCC': 0.018289819359779358, 'SEK': 0.12913371622562408}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_img_only/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_img_only', 'image_model': 'cvt', 'tabular_model': None, 'mode': 'image_only', 'scope': 'full'}",ACK,0.2825162708759308,"{'ACK': 0.2825162708759308, 'BCC': 0.23968946933746338, 'MEL': 0.03860131651163101, 'NEV': 0.028177523985505104, 'SCC': 0.14552760124206543, 'SEK': 0.26548776030540466}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_mlp_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_mlp_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_mlp_early_fusion', 'image_model': 'cvt', 'tabular_model': 'mlp', 'mode': 'early_fusion', 'scope': 'full'}",BCC,0.3943699896335602,"{'ACK': 0.23104403913021088, 'BCC': 0.3943699896335602, 'MEL': 0.09898058325052261, 'NEV': 0.014148528687655926, 'SCC': 0.2014666199684143, 'SEK': 0.059990257024765015}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_mlp_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_mlp_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_mlp_intermediate_fusion', 'image_model': 'cvt', 'tabular_model': 'mlp', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.3744793236255646,"{'ACK': 0.3744793236255646, 'BCC': 0.028945285826921463, 'MEL': 0.04881816357374191, 'NEV': 0.16695179045200348, 'SCC': 0.03215975686907768, 'SEK': 0.3486456573009491}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_mlp_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_mlp_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_mlp_late_fusion', 'image_model': 'cvt', 'tabular_model': 'mlp', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.5302947163581848,"{'ACK': 0.5302947163581848, 'BCC': 0.02593121863901615, 'MEL': 0.035664964467287064, 'NEV': 0.17858408391475677, 'SCC': 0.048076331615448, 'SEK': 0.18144869804382324}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_tabtransformer_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_tabtransformer_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_tabtransformer_early_fusion', 'image_model': 'cvt', 'tabular_model': 'tabtransformer', 'mode': 'early_fusion', 'scope': 'full'}",ACK,0.29155775904655457,"{'ACK': 0.29155775904655457, 'BCC': 0.21141764521598816, 'MEL': 0.041942745447158813, 'NEV': 0.11084018647670746, 'SCC': 0.11171720921993256, 'SEK': 0.23252446949481964}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_tabtransformer_intermediate_fusion', 'image_model': 'cvt', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.4811474680900574,"{'ACK': 0.4811474680900574, 'BCC': 0.019936485216021538, 'MEL': 0.05914369598031044, 'NEV': 0.08105216920375824, 'SCC': 0.02370334602892399, 'SEK': 0.33501678705215454}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/cvt_tabtransformer_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/cvt_tabtransformer_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'cvt_tabtransformer_late_fusion', 'image_model': 'cvt', 'tabular_model': 'tabtransformer', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.7360313534736633,"{'ACK': 0.7360313534736633, 'BCC': 0.02116088569164276, 'MEL': 0.011137927882373333, 'NEV': 0.026353416964411736, 'SCC': 0.027370193973183632, 'SEK': 0.1779463142156601}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_img_only/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_img_only', 'image_model': 'efficientnet', 'tabular_model': None, 'mode': 'image_only', 'scope': 'full'}",ACK,0.45679032802581787,"{'ACK': 0.45679032802581787, 'BCC': 0.2738897204399109, 'MEL': 0.019958794116973877, 'NEV': 0.025528088212013245, 'SCC': 0.15735192596912384, 'SEK': 0.06648111343383789}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_mlp_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_mlp_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_mlp_early_fusion', 'image_model': 'efficientnet', 'tabular_model': 'mlp', 'mode': 'early_fusion', 'scope': 'full'}",BCC,0.43385520577430725,"{'ACK': 0.14573854207992554, 'BCC': 0.43385520577430725, 'MEL': 0.03117692656815052, 'NEV': 0.012140585109591484, 'SCC': 0.35523751378059387, 'SEK': 0.021851109340786934}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_mlp_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_mlp_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_mlp_intermediate_fusion', 'image_model': 'efficientnet', 'tabular_model': 'mlp', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.575925886631012,"{'ACK': 0.575925886631012, 'BCC': 0.04710666835308075, 'MEL': 0.03633371368050575, 'NEV': 0.1868620365858078, 'SCC': 0.061484720557928085, 'SEK': 0.09228694438934326}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_mlp_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_mlp_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_mlp_late_fusion', 'image_model': 'efficientnet', 'tabular_model': 'mlp', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.5835443139076233,"{'ACK': 0.5835443139076233, 'BCC': 0.024832071736454964, 'MEL': 0.013187786564230919, 'NEV': 0.25945597887039185, 'SCC': 0.06366510689258575, 'SEK': 0.05531473830342293}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_tabtransformer_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_tabtransformer_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_tabtransformer_early_fusion', 'image_model': 'efficientnet', 'tabular_model': 'tabtransformer', 'mode': 'early_fusion', 'scope': 'full'}",BCC,0.3380729854106903,"{'ACK': 0.3101671040058136, 'BCC': 0.3380729854106903, 'MEL': 0.04279527813196182, 'NEV': 0.03093111887574196, 'SCC': 0.22143784165382385, 'SEK': 0.05659567192196846}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_tabtransformer_intermediate_fusion', 'image_model': 'efficientnet', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.827582836151123,"{'ACK': 0.827582836151123, 'BCC': 0.0072379340417683125, 'MEL': 0.026314249262213707, 'NEV': 0.04741206392645836, 'SCC': 0.01453310064971447, 'SEK': 0.07691971957683563}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/efficientnet_tabtransformer_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/efficientnet_tabtransformer_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'efficientnet_tabtransformer_late_fusion', 'image_model': 'efficientnet', 'tabular_model': 'tabtransformer', 'mode': 'late_fusion', 'scope': 'full'}",SEK,0.5399224162101746,"{'ACK': 0.2445027083158493, 'BCC': 0.014869281090795994, 'MEL': 0.01458505168557167, 'NEV': 0.16620883345603943, 'SCC': 0.01991169899702072, 'SEK': 0.5399224162101746}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/mlp_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/mlp_tab_only/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'mlp_tab_only', 'image_model': None, 'tabular_model': 'mlp', 'mode': 'tabular_only', 'scope': 'full'}",NEV,0.48620152473449707,"{'ACK': 0.2846265137195587, 'BCC': 0.01602295972406864, 'MEL': 0.04088921472430229, 'NEV': 0.48620152473449707, 'SCC': 0.022136138752102852, 'SEK': 0.15012361109256744}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/moe_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/moe_best/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'moe_best', 'image_model': None, 'tabular_model': None, 'mode': 'moe', 'scope': 'full'}",ACK,0.39117681980133057,"{'ACK': 0.39117681980133057, 'BCC': 0.07020758092403412, 'MEL': 0.05117221549153328, 'NEV': 0.165980264544487, 'SCC': 0.07057537138462067, 'SEK': 0.2508876621723175}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/sota_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/sota_best/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'sota_best', 'image_model': 'sota', 'tabular_model': 'multi_expert', 'mode': 'late_fusion', 'scope': 'sota'}",ACK,0.49949827790260315,"{'ACK': 0.49949827790260315, 'BCC': 0.050585828721523285, 'MEL': 0.02563963457942009, 'NEV': 0.16102540493011475, 'SCC': 0.05707439407706261, 'SEK': 0.20617637038230896}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/tabtransformer_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/tabtransformer_tab_only/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'tabtransformer_tab_only', 'image_model': None, 'tabular_model': 'tabtransformer', 'mode': 'tabular_only', 'scope': 'full'}",SEK,0.45489999651908875,"{'ACK': 0.3327781856060028, 'BCC': 0.007990178652107716, 'MEL': 0.03064914606511593, 'NEV': 0.16132326424121857, 'SCC': 0.012359190732240677, 'SEK': 0.45489999651908875}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_img_only/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_img_only', 'image_model': 'transformer', 'tabular_model': None, 'mode': 'image_only', 'scope': 'full'}",ACK,0.44865676760673523,"{'ACK': 0.44865676760673523, 'BCC': 0.32440993189811707, 'MEL': 0.024800388142466545, 'NEV': 0.019061420112848282, 'SCC': 0.13820886611938477, 'SEK': 0.04486265778541565}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_mlp_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_mlp_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_mlp_early_fusion', 'image_model': 'transformer', 'tabular_model': 'mlp', 'mode': 'early_fusion', 'scope': 'full'}",BCC,0.449889212846756,"{'ACK': 0.20352119207382202, 'BCC': 0.449889212846756, 'MEL': 0.018202055245637894, 'NEV': 0.047136396169662476, 'SCC': 0.23048897087574005, 'SEK': 0.05076225474476814}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_mlp_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_mlp_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_mlp_intermediate_fusion', 'image_model': 'transformer', 'tabular_model': 'mlp', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.4223710000514984,"{'ACK': 0.4223710000514984, 'BCC': 0.029755908995866776, 'MEL': 0.038906753063201904, 'NEV': 0.33580344915390015, 'SCC': 0.03592667356133461, 'SEK': 0.13723629713058472}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_mlp_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_mlp_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_mlp_late_fusion', 'image_model': 'transformer', 'tabular_model': 'mlp', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.4775557219982147,"{'ACK': 0.4775557219982147, 'BCC': 0.026172935962677002, 'MEL': 0.028278013691306114, 'NEV': 0.30697160959243774, 'SCC': 0.06352727860212326, 'SEK': 0.0974944457411766}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_tabtransformer_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_tabtransformer_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_tabtransformer_early_fusion', 'image_model': 'transformer', 'tabular_model': 'tabtransformer', 'mode': 'early_fusion', 'scope': 'full'}",BCC,0.3634270429611206,"{'ACK': 0.2819807827472687, 'BCC': 0.3634270429611206, 'MEL': 0.03977822884917259, 'NEV': 0.049733079969882965, 'SCC': 0.17684803903102875, 'SEK': 0.08823279291391373}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_tabtransformer_intermediate_fusion', 'image_model': 'transformer', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.6811844706535339,"{'ACK': 0.6811844706535339, 'BCC': 0.013318682089447975, 'MEL': 0.029327360913157463, 'NEV': 0.10003582388162613, 'SCC': 0.016072779893875122, 'SEK': 0.16006092727184296}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/transformer_tabtransformer_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/transformer_tabtransformer_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'transformer_tabtransformer_late_fusion', 'image_model': 'transformer', 'tabular_model': 'tabtransformer', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.42808932065963745,"{'ACK': 0.42808932065963745, 'BCC': 0.029609035700559616, 'MEL': 0.01887509413063526, 'NEV': 0.21178141236305237, 'SCC': 0.025980619713664055, 'SEK': 0.28566452860832214}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_img_only/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_img_only', 'image_model': 'unet', 'tabular_model': None, 'mode': 'image_only', 'scope': 'full'}",BCC,0.390785813331604,"{'ACK': 0.22853133082389832, 'BCC': 0.390785813331604, 'MEL': 0.0621689073741436, 'NEV': 0.05349677428603172, 'SCC': 0.16002224385738373, 'SEK': 0.10499491542577744}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_mlp_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_mlp_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_mlp_early_fusion', 'image_model': 'unet', 'tabular_model': 'mlp', 'mode': 'early_fusion', 'scope': 'full'}",BCC,0.30094805359840393,"{'ACK': 0.22654174268245697, 'BCC': 0.30094805359840393, 'MEL': 0.1406528800725937, 'NEV': 0.07830725610256195, 'SCC': 0.1492948979139328, 'SEK': 0.10425521433353424}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_mlp_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_mlp_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_mlp_intermediate_fusion', 'image_model': 'unet', 'tabular_model': 'mlp', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.5677216649055481,"{'ACK': 0.5677216649055481, 'BCC': 0.025877082720398903, 'MEL': 0.029641997069120407, 'NEV': 0.16306805610656738, 'SCC': 0.040626734495162964, 'SEK': 0.17306435108184814}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_mlp_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_mlp_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_mlp_late_fusion', 'image_model': 'unet', 'tabular_model': 'mlp', 'mode': 'late_fusion', 'scope': 'full'}",ACK,0.41166090965270996,"{'ACK': 0.41166090965270996, 'BCC': 0.015521162189543247, 'MEL': 0.02645300142467022, 'NEV': 0.3925085961818695, 'SCC': 0.03368566557765007, 'SEK': 0.12017066031694412}"
